language,dsp,bench_case,mode,precision,opt,samp_rate,buff_size,inputs,outputs,warmup_iters,run_iters,batches,elapsed_s,ns_per_compute,fast_ns_per_compute,slow_ns_per_compute,spread_ns_per_compute,spread_percent,ns_per_frame,ns_per_out_samp,frames_per_s,fast_frames_per_s,slow_frames_per_s,out_samp_per_s,fast_out_samp_per_s,slow_out_samp_per_s,checksum
cpp,spectral_tilt,run,vec,double,O3,48000,128,1,1,50,127350,1000,2.1078190389999998,16551.386250490774,16234.176518218623,16945.731240428791,711.55472221016862,4.2990642079243964,129.30770508195917,129.30770508195917,7733491.2050768333,7884600.7283679238,7553524.7304418543,7733491.2050768333,7884600.7283679238,7553524.7304418543,0.012546949311399658
mojo,spectral_tilt,run,scalar,double,O3,48000,128,1,1,50,116550,1000,2.785721000000194,23901.510081511748,23091.225021696122,24616.474756300297,1525.2497346041746,6.381394854980242,186.73054751181053,186.73054751181053,5355310.169252039,5543231.243891711,5199769.717930059,5355310.169252039,5543231.243891711,5199769.717930059,-0.02354786789874197
mojo,spectral_tilt,run,vec,double,O3,48000,128,1,1,50,136550,1000,1.731633000000329,12681.310875139727,12265.201465384169,12850.500715310289,585.29924992612,4.61544753290082,99.07274121202911,99.07274121202911,10093593.734929213,10436029.148094455,9960701.363760775,10093593.734929213,10436029.148094455,9960701.363760775,0.016901430290090502
cpp,stereoecho,run,scalar,double,O3,48000,128,2,2,50,1000000,1000,0.053890919000000009,53.890918999999997,53.2209,55.3292,2.1082999999999998,3.9121618987421605,0.42102280468749997,0.21051140234374999,2375168254.2285089,2405070188.5913239,2313425822.1698489,4750336508.4570179,4810140377.1826477,4626851644.3396978,1588.0442246198654
cpp,stereoecho,run,vec,double,O3,48000,128,2,2,50,980000,981,0.10009382800000002,102.13655918367347,98.124999999999986,103.97500000000001,5.8500000000000227,5.727625883186346,0.79794186862244898,0.39897093431122449,1253224124.8681185,1304458598.7261147,1231065159.8942053,2506448249.736237,2608917197.4522295,2462130319.7884107,1588.0442246198654
mojo,stereoecho,run,scalar,double,O3,48000,128,2,2,50,1000000,1000,0.09054999999989377,90.54999999989383,90.1999999769032,92.50000002793968,2.300000051036477,2.5400331872326603,0.7074218749991705,0.35371093749958527,1413583655.4406424,1419068736.5052767,1383783783.365811,2827167310.8812847,2838137473.0105534,2767567566.731622,1588.0442246198654
mojo,stereoecho,run,vec,double,O3,48000,128,2,2,50,900000,907,0.09702800000059142,107.80888888954604,107.29999999057327,110.10000002897868,2.8000000384054147,2.597188476057955,0.8422569444495784,0.4211284722247892,1187286144.1985593,1192917055.090823,1162579472.9001815,2374572288.3971186,2385834110.181646,2325158945.800363,1588.0442246198654
cpp,thru_zero_flanger,run,scalar,double,O3,48000,128,2,2,50,160284,199,0.097052960000000008,605.50622644805469,604.22838847385276,608.96607354685648,4.7376850730037177,0.78243374982208469,4.7305173941254273,2.3652586970627136,211393367.08535215,211840427.29819378,210192333.46527493,422786734.17070431,423680854.59638757,420384666.93054986,-0.0027647968381643295
cpp,thru_zero_flanger,run,vec,double,O3,48000,128,2,2,50,126450,200,0.10071304100000003,796.46533017002764,795.03584965255845,799.68232874545163,4.6464790928931734,0.5833874893087001,6.2223853919533409,3.1111926959766705,160710071.30049816,160999029.23363489,160063559.48968822,321420142.60099632,321998058.46726978,320127118.97937644,0.011161576956510544
mojo,thru_zero_flanger,run,scalar,double,O3,48000,128,2,2,50,123557,193,0.1018659999999727,824.4453976704899,822.379559837822,826.3141714747276,3.934611636905629,0.4772434472947588,6.440979669300702,3.220489834650351,155255885.18253624,155645891.81331593,154904761.9158675,310511770.3650725,311291783.62663186,309809523.831735,0.010547200217843056
mojo,thru_zero_flanger,run,vec,double,O3,48000,128,2,2,50,129152,194,0.0968750000001819,750.0851709627563,729.0906436696398,766.7298440040329,37.63920033439308,5.0179901951777115,5.860040398146533,2.9300201990732666,170647287.74161506,175561161.1688689,166942764.78342837,341294575.4832301,351122322.3377378,333885529.56685674,-0.006041613407433033
cpp,vcf_wah_pedals,run,scalar,double,O3,48000,128,1,2,50,117050,1000,2.7871177110000023,23811.343109782145,23131.051752921536,24747.416297608503,1616.3645446869668,6.7882123962294845,186.02611804517301,93.013059022586503,5375589.2479418814,5533686.9835083541,5172257.1140636383,10751178.495883763,11067373.967016708,10344514.228127277,-1.2415973074220155e-05
cpp,vcf_wah_pedals,run,vec,double,O3,48000,128,1,2,50,127550,1000,2.0488927540000006,16063.447698941591,15538.309636650869,26221.888888888887,10683.579252238018,66.508631599316942,125.49568514798118,62.747842573990589,7968401.4539689254,8237704.2930127345,4881417.9841269171,15936802.907937851,16475408.586025469,9762835.9682538342,2.3181726302112793e-05
mojo,vcf_wah_pedals,run,scalar,double,O3,48000,128,1,2,50,115350,1000,2.7478229999996984,23821.612483742498,23226.618704873596,24180.76580566875,954.147100795155,4.005384192385509,186.10634752923826,93.05317376461913,5373271.8592142295,5510918.383188596,5293463.450607205,10746543.718428459,11021836.766377192,10586926.90121441,9.560312351997169e-06
mojo,vcf_wah_pedals,run,vec,double,O3,48000,128,1,2,50,133950,1000,1.8258930000001783,13631.153415454859,13160.997732539243,13933.282208545614,772.2844760063708,5.665584213370842,106.49338605824109,53.24669302912054,9390254.52203296,9725706.409289386,9186636.578816622,18780509.04406592,19451412.818578772,18373273.157633245,2.1543757061537328e-05
cpp,virtual_analog_oscillators,run,scalar,double,O3,48000,128,1,2,50,114950,1000,2.953002753999999,25689.454145280557,25133.239375542063,26231.203524229073,1097.9641486870096,4.2739878491685195,200.69886051000435,100.34943025500218,4982589.3254144946,5092857.2352898046,4879684.6047025546,9965178.6508289892,10185714.470579609,9759369.2094051093,-0.011389906220301782
cpp,virtual_analog_oscillators,run,vec,double,O3,48000,128,1,2,50,122550,1000,2.2438545839999997,18309.706927784577,17767.13197969543,18994.123194562446,1226.9912148670155,6.7013154263276782,143.04458537331701,71.522292686658503,6990827.3521168614,7204314.1316381563,6738926.4926239541,13981654.704233723,14408628.263276313,13477852.985247908,-0.0052040694604897908
mojo,virtual_analog_oscillators,run,scalar,double,O3,48000,128,1,2,50,115350,1000,2.8391930000002503,24613.72345037061,23969.723953716217,24950.31616968613,980.5922159699148,3.983924731855838,192.2947144560204,96.1473572280102,5200350.944792657,5340069.841736961,5130195.510528884,10400701.889585314,10680139.683473922,10260391.021057768,-0.010696943441416806
mojo,virtual_analog_oscillators,run,vec,double,O3,48000,128,1,2,50,130750,1000,2.0004619999999704,15299.900573613537,14748.80763097556,26857.469512234697,12108.661881259137,79.14209522473588,119.53047323135576,59.76523661567788,8366067.438421848,8678667.672847899,4765899.480652511,16732134.876843696,17357335.345695797,9531798.961305022,0.013539587670493347
